userID,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10
35,채소,청과,유기농채소,농산가공,유제품,일반가공식품,생선,수입식품,위생세제,우육
36,청과,채소,농산가공,유제품,일반가공식품,수입식품,위생세제,유기농채소,생선,우육
37,채소,청과,일반가공식품,농산가공,유제품,유기농채소,수입식품,위생세제,즉석반찬,전문베이커리
38,일반스낵,봉지라면,다이소,어묵,떠먹는요구르트,감자스낵,일반흰우유,소스,부침두부,콘스낵
39,청과,채소,유제품,농산가공,일반가공식품,기초 화장품,수입식품,유기농채소,생선,위생세제
40,생선,채소,수입주방,수산단기행사,느타리버섯,수입소형가전,양말(특정),두부류,농산가공,청과
41,전문베이커리,청과,식당가 한식,서양델리,식당가 일식,양말(특정),유제품,채소,마시는요구르트,농산가공
42,봉지라면,일반스낵,일반흰우유,다이소,어묵,부침두부,일반란,무우,재사용봉투,떠먹는요구르트
43,떠먹는요구르트,부침두부,다이소,일반란,어린이/액상요구르트,기능성우유,국산콩나물,국내생수,일반흰우유,봉지라면
44,즉석반찬,유기농채소,제과제빵,서양델리,global SPA,바나나,딸기,폴로상품군,일반떡,수입육
45,일반가공식품,기초 화장품,수입식품,전문베이커리,식당가 한식,유제품,일식델리,청과,농산가공,서양델리
46,채소,청과,유기농채소,기초 화장품,농산가공,유제품,제과제빵,일반가공식품,브랜드샵,생선
47,무우,국산콩나물,부침두부,고추,기능성웰빙돼지고기,생굴,브로콜리,감자,대파,고구마
48,청과,기초 화장품,유제품,채소,농산가공,수입식품,유기농채소,일반가공식품,식당가 한식,위생세제
49,채소,생선,우육,위생세제,기초 화장품,농산가공,청과,유제품,전문베이커리,식당가 한식
50,농산가공,채소,유제품,일반가공식품,청과,유기농채소,위생세제,수입식품,생선,우육
51,청과,유제품,채소,농산가공,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
52,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
53,수입식품,음료,한식델리,서양델리,즉석반찬,식당가 한식,양과자류,유제품,일반가공식품,농산가공
54,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,기초 화장품,전문베이커리
55,두부류,국물봉지라면,일반스낵,일반우유,일반계란,크래커,감자스낵,쿠키,바나나,어묵
56,채소,청과,유제품,생선,농산가공,유기농채소,식당가 한식,즉석반찬,일반가공식품,디자이너부틱
57,두부류,국물봉지라면,일반스낵,일반계란,일반우유,어묵,쿠키,감자스낵,콩나물,국물용기라면
58,청과,유제품,채소,농산가공,일반가공식품,수입식품,위생세제,유기농채소,음료,우육
59,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,생선,우육
60,어묵,생선,필리핀망고,스카프(특정),중식델리,친환경양념채소,채소,일반가공식품,청과,전복
61,일반계란,두부류,청과,채소,농산가공,유제품,유기농채소,수입식품,일반가공식품,바나나
62,청과,채소,농산가공,유제품,일반가공식품,수입식품,전문베이커리,유기농채소,생선,우육
63,농산가공,채소,청과,유제품,일반가공식품,수입식품,위생세제,유기농채소,생선,우육
64,냉장간편식,고구마,감자,분말차,반찬류,애호박,고추,당근,무우,노지감귤
65,청과,채소,유제품,농산가공,수입식품,일반가공식품,유기농채소,위생세제,생선,우육
66,일반스낵,봉지라면,어묵,다이소,떠먹는요구르트,감자스낵,일반흰우유,콘스낵,소스,재사용봉투
67,봉지라면,어묵,일반스낵,다이소,떠먹는요구르트,부침두부,일반란,일반흰우유,국산콩나물,시금치
68,시계브랜드,L/C골프의류,숙녀고정행사,농산가공,유제품,채소,수입의류,청과,N/B골프의류,우육
69,두부류,일반계란,일반스낵,국물봉지라면,어묵,크래커,일반우유,쿠키,바나나,오이
70,청과,유제품,채소,농산가공,일반가공식품,수입식품,유기농채소,음료,전문베이커리,위생세제
71,봉지라면,일반흰우유,일반스낵,다이소,어묵,떠먹는요구르트,일반란,부침두부,감자스낵,콘스낵
72,봉지라면,어묵,다이소,일반란,시금치,무우,일반흰우유,일반스낵,부침두부,요리떡
73,기초 화장품,청과,채소,란제리,전문베이커리,수입식품,global SPA,유제품,캐릭터 여화,농산가공
74,청과,유제품,채소,농산가공,수입식품,일반가공식품,유기농채소,기초 화장품,위생세제,음료
75,일반가공식품,유제품,위생세제,수입식품,음료,농산가공,청과,채소,유기농채소,밥류
76,청과,유제품,채소,농산가공,일반가공식품,수입식품,위생세제,유기농채소,음료,일식델리
77,청과,유제품,채소,농산가공,일반가공식품,수입식품,유기농채소,위생세제,기초 화장품,전문베이커리
78,채소,농산가공,청과,유제품,유기농채소,생선,일반가공식품,식당가 한식,우육,디자이너부틱
79,봉지라면,어묵,일반스낵,다이소,떠먹는요구르트,일반흰우유,감자스낵,부침두부,소스,무우
80,두부류,일반계란,일반우유,국물봉지라면,어묵,일반스낵,바나나,콩나물,마시는요구르트,귤류
81,청과,유제품,유기농채소,채소,생선,기초 화장품,농산가공,전문베이커리,식당가 한식,일반가공식품
82,채소,청과,농산가공,브랜드란,주거청소세제,파프리카,민속주,유제품,식당가 한식,랩/호일
83,청과,채소,유제품,농산가공,기초 화장품,일반가공식품,수입식품,유기농채소,생선,식당가 한식
84,수입식품,청과,음료,전문베이커리,일식델리,서양델리,제과제빵,유제품,일반가공식품,농산가공
85,청과,채소,유제품,농산가공,일반가공식품,수입식품,위생세제,유기농채소,생선,음료
86,일반흰우유,봉지라면,재사용봉투,다이소,떠먹는요구르트,일반스낵,어묵,부침두부,국산콩나물,시금치
87,서양델리,밥류,농산가공,면류,아이스크림,유제품,채소,일반가공식품,청과,수입식품
88,청과,유제품,떠먹는요구르트,일반흰우유,재사용봉투,봉지라면,농산가공,채소,마시는요구르트,유기농채소
89,일반흰우유,재사용봉투,다이소,국산콩나물,일반스낵,무우,어묵,콘스낵,봉지라면,애호박
90,채소,청과,농산가공,유제품,유기농채소,일반가공식품,수입식품,생선,기초 화장품,전문베이커리
91,채소,농산가공,청과,유기농채소,유제품,위생세제,일반가공식품,한식델리,일식델리,수입식품
92,청과,유제품,채소,농산가공,수입식품,일반가공식품,유기농채소,위생세제,기초 화장품,생선
93,채소,청과,생선,식당가 한식,농산가공,디자이너부틱,유제품,유기농채소,엘레강스,일반가공식품
94,농산가공,채소,유제품,청과,일반가공식품,유기농채소,생선,위생세제,우육,수입식품
95,일반스낵,봉지라면,일반흰우유,다이소,감자스낵,어묵,콘스낵,떠먹는요구르트,크래커,샌드
96,채소,청과,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,생선,음료
97,치즈,에어컨,컴퓨터,옥수수스낵,전기밥솥,가공선물세트,냉장떡,국산A/V,떠먹는요구르트,국산냉장고.세탁기
98,채소,청과,유기농채소,농산가공,우육,유제품,음료,일반가공식품,제과제빵,수입식품
99,식당가 한식,기초 화장품,수입주방,디자이너부틱,커리어,엘레강스,주방잡화,명품잡화,식당가 양식,건강식품(홍삼)
100,청과,유제품,채소,수입식품,일반가공식품,농산가공,유기농채소,기초 화장품,음료,전문베이커리
101,청과,유제품,채소,농산가공,수입식품,일반가공식품,유기농채소,전문베이커리,일식델리,위생세제
102,청과,두부류,채소,일반계란,유제품,농산가공,유기농채소,수입식품,일반가공식품,양파
103,두부류,일반우유,바나나,일반계란,시금치,마시는요구르트,국물봉지라면,국물용기라면,일반스낵,어묵
104,어묵,일반스낵,다이소,국산콩나물,콘스낵,봉지라면,일반란,무우,일반흰우유,재사용봉투
105,봉지라면,일반스낵,어묵,다이소,떠먹는요구르트,감자스낵,일반흰우유,부침두부,무우,소스
106,청과,채소,농산가공,유제품,기초 화장품,일반가공식품,수입식품,유기농채소,생선,위생세제
107,채소,농산가공,청과,유제품,우육,위생세제,일반가공식품,유기농채소,식당가 한식,생선
108,농산가공,채소,유제품,청과,일반가공식품,유기농채소,위생세제,수입식품,생선,돈육
109,두부류,국물봉지라면,일반계란,일반스낵,일반우유,크래커,바나나,쿠키,감자스낵,어묵
110,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
111,가공우유,국물용기라면,일반요구르트,일반스낵,국물봉지라면,감자스낵,일반우유,두부류,쿠키,마시는요구르트
112,청과,채소,유제품,기초 화장품,농산가공,일반가공식품,수입식품,생선,유기농채소,위생세제
113,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,기초 화장품,음료
114,참치통조림,일반떡,기타어류,서양델리,유기농채소,식당가 한식,두부류,수영복,채소,청과
115,채소,농산가공,청과,유기농채소,유제품,위생세제,수입식품,일반가공식품,음료,생선
116,두부류,일반계란,국물봉지라면,종량제봉투,일반우유,공병/공박스,일반스낵,마시는요구르트,생활잡화균일가,일반소주
117,농산가공,채소,유제품,청과,유기농채소,일반가공식품,생선,음료,위생세제,수입식품
118,우육,기초 화장품,엘레강스,밥류,채소,청과,농산가공,유제품,유기농채소,일반가공식품
119,청과,채소,기초 화장품,유제품,농산가공,일반가공식품,유기농채소,생선,수입식품,식당가 한식
120,농산가공,유제품,일반가공식품,우육,채소,청과,한식델리,디자이너부틱,일식델리,유기농채소
121,식당가 한식,전문베이커리,브랜드샵,푸드엠파이어,청과,유제품,채소,농산가공,유기농채소,수입식품
122,농산가공,채소,유제품,청과,일반가공식품,유기농채소,생선,위생세제,수입식품,우육
123,일반흰우유,어묵,떠먹는요구르트,다이소,부침두부,감자스낵,기능성우유,일반스낵,무우,봉지라면
124,청과,유제품,농산가공,일반가공식품,채소,수입식품,위생세제,유기농채소,음료,생선
125,농산가공,유제품,채소,청과,일반가공식품,유기농채소,수입식품,생선,음료,위생세제
126,일반스낵,어묵,봉지라면,일반흰우유,콘스낵,일반란,재사용봉투,다이소,감자스낵,무우
127,청과,유제품,채소,농산가공,수입식품,일반가공식품,유기농채소,기초 화장품,음료,일식델리
128,일반흰우유,다이소,봉지라면,부침두부,일반스낵,어묵,떠먹는요구르트,무우,일반닭,일반란
129,어묵,일반흰우유,국내생수,닭부분육,냉장떡,겸용두부,팽이버섯,마시는요구르트,한우규격,봉지라면
130,농산가공,유제품,채소,청과,일반가공식품,수입식품,위생세제,유기농채소,우육,전문베이커리
131,농산가공,채소,유제품,일반가공식품,청과,유기농채소,위생세제,우육,일반계란,두부류
132,봉지라면,어묵,부침두부,다이소,떠먹는요구르트,보네스빼,국산콩나물,시금치,일반흰우유,일반스낵
133,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,생선,일식델리
134,채소,청과,유기농채소,농산가공,디자이너부틱,유제품,수입주방,란제리,국산콩나물,어묵
135,청과,채소,농산가공,유제품,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
136,서적,식당가 한식,밀레,전문베이커리,기초 화장품,한식델리,일식델리,유기농채소,global SPA,유제품
137,유제품,청과,농산가공,유기농채소,채소,전문베이커리,일반계란,두부류,global SPA,일반가공식품
138,식당가 한식,채소,기초A,스포츠의류,스포츠화,국내생수,기능성우유,농산가공,청과,유제품
139,청과,기초 화장품,종량제봉투,즉석반찬,일반우유,채소,농산가공,유제품,식당가 한식,유기농채소
140,채소,청과,농산가공,유제품,일반가공식품,기초 화장품,유기농채소,수입식품,생선,위생세제
141,일반우유,일반스낵,일반계란,두부류,크래커,국물봉지라면,바나나,마시는요구르트,쿠키,생활잡화균일가
142,기초 화장품,청과,유제품,수입식품,채소,일반가공식품,농산가공,전문베이커리,유기농채소,일식델리
143,일반흰우유,어묵,다이소,떠먹는요구르트,부침두부,무우,봉지라면,찌개두부,일반스낵,콜라
144,일반계란,두부류,콩나물,시금치,귤류,양파,어묵,딸기,바나나,당근
145,채소,청과,농산가공,유제품,일반가공식품,기초 화장품,유기농채소,수입식품,생선,위생세제
146,기초 화장품,청과,채소,식당가 한식,유기농채소,유제품,농산가공,global SPA,생선,일식델리
147,농산가공,채소,유제품,청과,일반가공식품,유기농채소,생선,위생세제,수입식품,우육
148,두부류,일반계란,국물봉지라면,어묵,콩나물,일반우유,일반스낵,종량제봉투,감자스낵,귤류
149,유기농채소,생선,일식델리,디저트류,제과제빵,채소,농산가공,청과,유제품,친환경채소(특약)
150,일반스낵,봉지라면,어묵,감자스낵,콘스낵,다이소,일반흰우유,보네스빼,어린이/액상요구르트,기능성우유
151,채소,청과,농산가공,유제품,일반가공식품,유기농채소,수입식품,위생세제,생선,우육
152,딸기,귤류,사과,콩나물,감,바나나,일반계란,일반스낵,덴탈식품,크래커
153,청과,유제품,채소,농산가공,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
154,청과,기초 화장품,채소,유제품,농산가공,식당가 한식,유기농채소,전문베이커리,일반가공식품,수입식품
155,채소,청과,유제품,농산가공,일반가공식품,수입식품,위생세제,유기농채소,생선,우육
156,청과,채소,농산가공,유제품,기초 화장품,일반가공식품,유기농채소,생선,수입식품,우육
157,농산가공,유제품,청과,채소,수입식품,일반가공식품,즉석반찬,유기농채소,위생세제,일식델리
158,유기농채소,전문베이커리,즉석반찬,서양델리,훈제/로스트,일반튀김,국산맥주,국내생수,농산가공,채소
159,N/B 아동복,L/C 아동복,토들러,내의,L/C 아웃도어,수입 아동복,유아복,유아용품,식당가 일식,기초 화장품
160,채소,청과,농산가공,유제품,일반가공식품,유기농채소,수입식품,위생세제,생선,우육
161,청과,식당가 한식,디자이너부틱,란제리,유아복,기초A,수입의류,스타킹(특정),어덜트,에스닉푸드
162,채소,농산가공,청과,유기농채소,일반가공식품,생선,유제품,우육,기초 화장품,위생세제
163,두부류,일반우유,국물봉지라면,어묵,일반계란,종량제봉투,일반스낵,딸기,떠먹는요구르트,콩나물
164,식당가 한식,식당가 일식,서양델리,주류,브랑제리,패밀리레스토랑,직수입 아웃도어,청과,유제품,채소
165,청과,유제품,채소,농산가공,수입식품,일반가공식품,기초 화장품,유기농채소,위생세제,global SPA
166,청과,유제품,채소,농산가공,일반가공식품,수입식품,유기농채소,위생세제,기초 화장품,음료
167,농산가공,채소,청과,유제품,일반가공식품,수입식품,위생세제,유기농채소,생선,음료
168,채소,농산가공,청과,유제품,유기농채소,생선,기초 화장품,일반가공식품,즉석반찬,우육
169,어묵,일반흰우유,다이소,봉지라면,일반란,무우,일반스낵,부침두부,고추,일반닭
170,봉지라면,일반스낵,일반흰우유,어묵,다이소,감자스낵,떠먹는요구르트,콘스낵,부침두부,일반란
171,청과,유제품,채소,농산가공,일반가공식품,수입식품,유기농채소,위생세제,음료,전문베이커리
172,청과,채소,유제품,농산가공,일반가공식품,유기농채소,수입식품,위생세제,생선,음료
173,두부류,일반계란,일반우유,국물봉지라면,바나나,종량제봉투,귤류,생활잡화균일가,일반스낵,어묵
174,청과,유제품,채소,농산가공,일반가공식품,수입식품,위생세제,유기농채소,음료,음료
175,어묵,일반스낵,일반흰우유,재사용봉투,봉지라면,부침두부,국산콩나물,감자스낵,시금치,콘스낵
176,두부류,일반계란,일반우유,바나나,딸기,귤류,국물봉지라면,쿠키,일반스낵,마시는요구르트
177,기초 화장품,유기농채소,global SPA,일식델리,디자이너부틱,L/C골프의류,식당가 중식,국산ACC,채소,청과
178,시금치,국산콩나물,무우,일반스낵,콘스낵,어묵,애호박,고추,양파,봉지라면
179,청과,농산가공,유제품,채소,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
180,유제품,유기농채소,위생세제,기초 화장품,농산가공,청과,채소,일반가공식품,식당가 한식,수입식품
181,유제품,우육,global SPA,농산가공,채소,청과,일반가공식품,유기농채소,생선,위생세제
182,농산가공,채소,유제품,청과,일반가공식품,생선,우육,유기농채소,즉석반찬,위생세제
183,일반스낵,봉지라면,재사용봉투,다이소,어묵,일반흰우유,떠먹는요구르트,부침두부,국산콩나물,일반란
184,청과,채소,유제품,수입식품,농산가공,유기농채소,기초 화장품,일반가공식품,일식델리,생선
185,일반스낵,봉지라면,감자스낵,다이소,콘스낵,재사용봉투,일반흰우유,컵라면,어묵,마시는요구르트
186,청과,유제품,채소,농산가공,수입식품,일반가공식품,유기농채소,기초 화장품,생선,위생세제
187,청과,유기농채소,즉석반찬,채소,브랑제리,농산가공,유제품,양말(특정),일반가공식품,생선
188,두부류,일반계란,일반스낵,국물봉지라면,크래커,어묵,일반우유,쿠키,바나나,감자스낵
189,채소,청과,농산가공,유제품,일반가공식품,기초 화장품,수입식품,유기농채소,생선,위생세제
190,농산가공,채소,유제품,일반가공식품,청과,위생세제,유기농채소,수입식품,생선,즉석반찬
191,기초 화장품,청과,채소,유제품,농산가공,생선,란제리,수입주방,전문베이커리,global SPA
192,유기농채소,전문베이커리,돈육,식당가 한식,란제리,국내생수,규격김치,뷔페레스토랑,명품잡화,채소
193,봉지라면,일반흰우유,보네스빼,어린이/액상요구르트,크래커,일반스낵,노지감귤,일반닭,국내생수,콜라
194,봉지라면,일반스낵,어묵,다이소,떠먹는요구르트,감자스낵,일반흰우유,소스,콘스낵,부침두부
195,봉지라면,일반흰우유,일반스낵,다이소,어묵,떠먹는요구르트,일반란,감자스낵,보네스빼,콘스낵
196,일반계란,종량제봉투,일반가공식품,느타리버섯류,스카프(특정),수입주방,넥타이(특정),농산가공,두부류,유제품
197,채소,우육,캐릭터 여화,기초A,스카프(특정),수입 아동복,내의,재사용봉투,국내생수,농산가공
198,봉지라면,어묵,다이소,일반흰우유,일반스낵,떠먹는요구르트,부침두부,일반란,일반닭,무우
199,일반흰우유,다이소,떠먹는요구르트,일반스낵,봉지라면,어묵,감자스낵,콘스낵,기능성우유,일반바나나
200,두부류,일반우유,국물봉지라면,일반계란,콩나물,바나나,크래커,일반스낵,종량제봉투,어묵
201,청과,채소,농산가공,유제품,기초 화장품,일반가공식품,유기농채소,수입식품,생선,위생세제
202,두부류,청과,일반계란,채소,유제품,농산가공,기초 화장품,유기농채소,수입식품,바나나
203,일반흰우유,일반스낵,부침두부,보네스빼,기능성우유,NB돼지고기,무우,봉지라면,어묵,다이소
204,시금치,브로콜리,느타리버섯,일반흰우유,생굴,양배추,팽이버섯,마늘,일반떡,어묵
205,딸기,노지감귤,무우,마시는요구르트,흰다리새우,커리어,한식,성인두유,기초 화장품,시금치
206,시금치,국산콩나물,부침두부,일반스낵,재사용봉투,무우,떠먹는요구르트,어묵,봉지라면,일반흰우유
207,떠먹는요구르트,다이소,무우,소스,찌개두부,차별화계란,파프리카,분말조리식,연두부,수산통조림
208,기초 화장품,청과,채소,global SPA,유제품,L/C 아웃도어,농산가공,스포츠의류,캐릭터 여화,생선
209,유제품,수입식품,전문베이커리,디저트류,식당가 한식,에스닉푸드,브랜드샵,청과,농산가공,일반가공식품
210,일반스낵,봉지라면,어묵,감자스낵,떠먹는요구르트,일반란,일반흰우유,일반닭,콘스낵,다이소
211,유제품,일반가공식품,채소,농산가공,위생세제,수입식품,유기농채소,청과,음료,우육
212,일반우유,바나나,귤류,어묵,두부류,마시는요구르트,일반계란,떠먹는요구르트,국물봉지라면,일반스낵
213,재사용봉투,시금치,부침두부,일반스낵,다이소,무우,어묵,봉지라면,일반흰우유,국산콩나물
214,채소,청과,일반가공식품,농산가공,유제품,수입식품,유기농채소,위생세제,생선,우육
215,봉지라면,일반흰우유,일반스낵,어묵,다이소,떠먹는요구르트,일반란,부침두부,콘스낵,감자스낵
216,봉지라면,일반스낵,보네스빼,시금치,브로콜리,차별화계란,새송이버섯,일반바나나,일반흰우유,이색버섯
217,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
218,청과,기초 화장품,채소,농산가공,유제품,수입식품,일반가공식품,식당가 한식,생선,유기농채소
219,청과,유제품,채소,농산가공,수입식품,일반가공식품,유기농채소,음료,기초 화장품,전문베이커리
220,일반스낵,어묵,봉지라면,일반흰우유,재사용봉투,다이소,감자스낵,국산콩나물,시금치,떠먹는요구르트
221,국산콩나물,일반흰우유,무우,기능성우유,파프리카,차별화계란,냉장커피음료,떡볶이,어린이우유,방울토마토
222,빵/케이크,푸딩/젤리,간식용치즈,떠먹는요구르트,즉석반찬,기초 화장품,제과제빵,서양델리,종량제봉투,커리어
223,채소,청과,농산가공,유기농채소,유제품,기초 화장품,일반가공식품,음료,생선,위생세제
224,기초 화장품,식당가 한식,global SPA,청과,전문베이커리,영 캐릭터,채소,유제품,캐릭터 여화,농산가공
225,기초 화장품,청과,채소,유제품,란제리,수입주방,농산가공,전문베이커리,L/C 아웃도어,일반가공식품
226,일반흰우유,일반스낵,봉지라면,떠먹는요구르트,부침두부,일반란,다이소,어묵,무우,보네스빼
227,두부류,어묵,쿠키,콩나물,일반계란,국물봉지라면,일반스낵,일반우유,생활잡화균일가,파이
228,다이소,부침두부,재사용봉투,국산맥주,무우,어린이/액상요구르트,국산콩나물,기능성우유,일반흰우유,봉지라면
229,채소,농산가공,유제품,청과,일반가공식품,유기농채소,생선,위생세제,기초 화장품,즉석반찬
230,채소,청과,유제품,농산가공,일반가공식품,수입식품,위생세제,유기농채소,생선,음료
231,어묵,부침두부,일반란,무우,떠먹는요구르트,다이소,시금치,기능성우유,노지감귤,소스
232,일반스낵,국물봉지라면,두부류,일반우유,쿠키,크래커,일반계란,감자스낵,마시는요구르트,어묵
233,일반계란,두부류,바나나,귤류,일반스낵,딸기,일반우유,국물봉지라면,어묵,콩나물
234,청과,유제품,채소,유기농채소,농산가공,전문베이커리,기초 화장품,한식델리,일반가공식품,global SPA
235,청과,유제품,채소,농산가공,일반가공식품,수입식품,유기농채소,위생세제,음료,기초 화장품
236,일반스낵,두부류,일반우유,일반계란,국물봉지라면,감자스낵,어묵,크래커,종량제봉투,쿠키
237,채소,청과,일반계란,위생세제,농산가공,유제품,기초 화장품,일반가공식품,유기농채소,생활잡화균일가
238,채소,농산가공,청과,유제품,일반가공식품,수입식품,위생세제,유기농채소,생선,음료
239,채소,농산가공,유제품,청과,일반가공식품,유기농채소,생선,위생세제,우육,수입식품
240,유제품,일반가공식품,수입식품,유기농채소,농산가공,음료,청과,채소,전문베이커리,기초 화장품
241,농산가공,채소,유제품,청과,일반가공식품,생선,우육,위생세제,유기농채소,돈육
242,일반스낵,봉지라면,다이소,어묵,일반흰우유,감자스낵,떠먹는요구르트,콘스낵,크래커,일반란
243,일반스낵,봉지라면,일반흰우유,어묵,콘스낵,다이소,감자스낵,크래커,떠먹는요구르트,샌드
244,농산가공,채소,유제품,청과,일반가공식품,유기농채소,생선,우육,위생세제,즉석반찬
245,농산가공,유제품,채소,일반가공식품,청과,유기농채소,위생세제,수입식품,생선,우육
246,채소,유제품,생선,농산가공,청과,한식델리,디자이너부틱,유기농채소,식당가 일식,일반가공식품
247,농산가공,청과,유제품,채소,일반가공식품,수입식품,유기농채소,위생세제,음료,생선
248,국산콩나물,일반흰우유,무우,딸기,어린이/액상요구르트,어묵,랩/호일,재사용봉투,일반스낵,고추
249,채소,청과,농산가공,유제품,일반가공식품,기초 화장품,생선,유기농채소,우육,수입식품
250,청과,채소,농산가공,유제품,기초 화장품,일반가공식품,유기농채소,수입식품,생선,식당가 한식
251,농산가공,유제품,채소,일반가공식품,청과,global SPA,위생세제,유기농채소,수입식품,생선
252,청과,유제품,채소,농산가공,일반가공식품,수입식품,위생세제,유기농채소,음료,기초 화장품
253,일식델리,전문베이커리,수입주방,초밥,수입 아동복,식당가 레스토랑,라코스테상품군,L.B,유제품,청과
254,기초 화장품,유제품,청과,농산가공,일반가공식품,채소,수입식품,위생세제,유기농채소,생선
255,식당가 일식,기초 화장품,건강식품(홍삼),수입 아동복,건강식품(비타민),기타,어덜트,청과,유기농채소,유제품
256,청과,기초 화장품,채소,유기농채소,농산가공,유제품,생선,일반가공식품,전문베이커리,수입식품
257,어묵,일반흰우유,떠먹는요구르트,부침두부,일반스낵,국산콩나물,봉지라면,콘스낵,일반란,무우
258,청과,채소,유제품,기초 화장품,농산가공,일반가공식품,유기농채소,식당가 한식,수입식품,위생세제
259,시금치,국산콩나물,부침두부,무우,일반흰우유,재사용봉투,떠먹는요구르트,어묵,봉지라면,일반스낵
260,일반스낵,일반흰우유,봉지라면,떠먹는요구르트,어묵,다이소,감자스낵,부침두부,콘스낵,크래커
261,청과,채소,유제품,농산가공,일반가공식품,수입식품,유기농채소,위생세제,기초 화장품,생선
